Scheme,NAV
L&T Triple Ace Bond Fund - Direct Plan -Growth,62.3272
L&T Triple Ace Bond Fund - Direct Plan -Semi Annual IDCW,20.4057
L&T Triple Ace Bond Fund - Regular Plan - Annual IDCW,12.3356
L&T Triple Ace Bond Fund - Regular Plan - Quarterly IDCW,11.6509
L&T Triple Ace Bond Fund -Direct Plan- Quarterly IDCW,11.9847
L&T Triple Ace Bond Fund -Regular Plan - Bonus,22.4995
L&T Triple Ace Bond Fund -Regular Plan - Semi Annual IDCW,17.4001
L&T Triple Ace Bond Fund-Regular Plan-Growth,59.2319
Mirae Asset Mutual Fund,
Mirae Asset Corporate Bond Fund Direct Growth Plan,10.3616
Mirae Asset Corporate Bond Fund Direct IDCW,10.3615
Mirae Asset Corporate Bond Fund Regular Growth,10.3299
Mirae Asset Corporate Bond Fund Regular IDCW,10.3299
Nippon India Mutual Fund,
NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option,17.0959
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option,17.0959
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option,15.4479
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option,11.6586
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option,11.8196
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option,17.1084
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus,34.8062
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option,48.7511
Nippon India Corporate Bond Fund - Growth Plan - Bonus Option,33.6109
Nippon India Corporate Bond Fund - Growth Plan - Growth Option,47.0614
NIPPON INDIA CORPORATE BOND FUND - IDCW Option,15.0772
NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option,11.5346
NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option,11.6921
NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option,17.1072
PGIM India Mutual Fund,
PGIM India Premier Bond Fund - Annual Bonus,24.9334
PGIM India Premier Bond Fund - Annual Dividend,11.0081
PGIM India Premier Bond Fund - Bonus,15.226
PGIM India Premier Bond Fund - Direct Plan - Annual Dividend,16.5507
PGIM India Premier Bond Fund - Direct Plan - Growth,37.8664
PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus,13.2164
PGIM India Premier Bond Fund - Direct Plan - Monthly Dividend,15.2944
PGIM India Premier Bond Fund - Direct Plan - Quarterly Dividend,13.2794
PGIM India Premier Bond Fund - Growth,34.891
PGIM India Premier Bond Fund - Half-Yearly Bonus,13.5688
PGIM India Premier Bond Fund - Monthly Dividend,13.3677
PGIM India Premier Bond Fund - Premium Plus Plan - Growth,21.4932
PGIM India Premier Bond Fund - Quarterly Dividend,11.8595
SBI Mutual Fund,
SBI Corporate Bond Fund - Direct Plan - Growth,12.6158
SBI Corporate Bond Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),11.908
SBI Corporate Bond Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),12.2643
SBI Corporate Bond Fund - Regular Plan - Growth,12.4425
SBI Corporate Bond Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),11.7433
SBI Corporate Bond Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),12.0892
Sundaram Mutual Fund,
Sundaram Banking and PSU Debt Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW),12.2203
Sundaram Corporate Bond Fund Direct Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),15.5359
Sundaram Corporate Bond Fund Direct Plan - Bonus,0
Sundaram Corporate Bond Fund Direct Plan - Growth,33.0441
Sundaram Corporate Bond Fund Direct Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),15.3029
Sundaram Corporate Bond Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),15.2873
Sundaram Corporate Bond Fund Direct Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),16.9868
Sundaram Corporate Bond Fund Institutional Plan - Growth,0
Sundaram Corporate Bond Fund Institutional Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),10.5417
Sundaram Corporate Bond Fund Institutional Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),0
Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW),15.2023
Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW),15.4497
Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),14.5824
Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW),16.6189
Sundaram Corporate Bond Fund Regular Plan- Growth,32.2215
Tata Mutual Fund,
Tata Corporate Bond Fund Segregated Portfolio 1Regular Plan - Daily Payout ofIncome Distribution cum capital withdrawal option,175.494
Tata Corporate Bond Fund - Direct Plan -Growth (Segregated Portfolio 1),426.4111
Tata Corporate Bond Fund Segregated Portfolio 1Direct Plan - Daily Payout of Income Distribution cum capital withdrawal option,175.8924
Tata Corporate Bond Fund Segregated Portfolio 1Direct Plan - Monthly Payout of Income Distribution cum capital withdrawal option,174.7347
Tata Corporate Bond Fund Segregated Portfolio 1Direct Plan - Weekly Payout of Income Distribution cum capital withdrawal option,176.4715
Tata Corporate Bond Fund -Regular Plan-Growth(Segregated Portfolio 1),409.0332
Tata Corporate Bond Fund Segregated Portfolio 1Regular Plan - Monthly Payout of Income Distribution cum capital withdrawal option,174.3309
Tata Corporate Bond Fund Segregated Portfolio 1Regular Plan - Weekly Payout ofIncome Distribution cum capital withdrawal option,175.901
Tata Corporate Bond Fund-Regular Plan - Weekly Dividend,608.3089
Union Mutual Fund,
Union Corporate Bond Fund - Direct Plan - Growth Option,12.5133
Union Corporate Bond Fund - Direct Plan - IDCW Option,12.5133
Union Corporate Bond Fund - Regular Plan - Growth Option,12.3741
Union Corporate Bond Fund - Regular Plan - IDCW Option,12.3741
UTI Mutual Fund,
UTI - Bond Fund ( Segregated - 17022020) - Regular Plan - Growth Option,1.7156
UTI - Bond Fund (Segregated - 17022020) - Direct Plan - Growth Option,1.8333
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Annual IDCW,0.3753
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW,0.373
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Half-Yearly IDCW,0.36
UTI Bond Fund ( Segregated - 17022020) - Direct Plan - Quarterly IDCW,0.5854
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Annual IDCW,0.3629
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW,0.3627
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Half-Yearly IDCW,0.3557
UTI Bond Fund ( Segregated - 17022020) - Regular Plan - Quarterly IDCW,0.4719
UTI Corporate Bond Fund - Direct Plan - Annual IDCW,11.9103
UTI Corporate Bond Fund - Direct Plan - Flexi IDCW,11.9104
UTI Corporate Bond Fund - Direct Plan - Growth Option,13.2328
UTI Corporate Bond Fund - Direct Plan - Half-Yearly IDCW,11.5544
UTI Corporate Bond Fund - Direct Plan - Quarterly IDCW,11.6482
UTI Corporate Bond Fund - Regular Plan - Annual IDCW,11.7802
UTI Corporate Bond Fund - Regular Plan - Flexi IDCW,11.7803
UTI Corporate Bond Fund - Regular Plan - Growth Option,13.097
UTI Corporate Bond Fund - Regular Plan - Half-Yearly IDCW,11.3137
UTI Corporate Bond Fund - Regular Plan - Quarterly IDCW,11.4636
Open Ended Schemes (Debt Scheme - Credit Risk Fund),
Aditya Birla Sun Life Mutual Fund,
Aditya Birla Sun Life Credit Risk Fund - Direct - IDCW,11.7353
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Bonus,16.9393
Aditya Birla Sun Life Credit Risk Fund - Direct Plan - Growth,16.9402
Aditya Birla Sun Life Credit Risk Fund - Regular - IDCW,11.0419
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Bonus,15.9772
Aditya Birla Sun Life Credit Risk Fund - Regular Plan - Growth,15.9578
Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1- Direct Plan- Bonus,0.4157
Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1- Direct Plan- Growth,0.4157
Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1- Regular Plan - Bonus,0.3985
Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1-Direct - IDCW,0.3178
Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1-Regular - IDCW,0.3038
Aditya Birla Sun Life Credit Risk Fund- Segregated Portfolio 1-Regular Plan- Growth,0.398
Axis Mutual Fund,
Axis Credit Risk Fund - Direct Plan - Growth,18.4234
Axis Credit Risk Fund - Direct Plan - Monthly IDCW,10.1862
Axis Credit Risk Fund - Direct Plan - Weekly IDCW,10.2922
Axis Credit Risk Fund - Regular Plan - Growth,16.9559
Axis Credit Risk Fund - Regular Plan - Monthly IDCW,10.159
Axis Credit Risk Fund - Regular Plan - Weekly IDCW,10.1659
Baroda Mutual Fund,
Baroda Credit Risk Fund -Plan A -Bonus Option,11.0743
Baroda Credit Risk Fund -Plan A -Growth Option,17.4143
Baroda Credit Risk Fund -Plan A -Monthly IDCW,11.506
Baroda Credit Risk Fund -Plan A -Quarterly IDCW,11.9126
Baroda Credit Risk Fund -Plan B(Direct)-Bonus Option,14.1286
Baroda Credit Risk Fund -Plan B-(Direct) Monthly IDCW,12.8038
Baroda Credit Risk Fund -Plan B-(Direct) Quarterly IDCW,12.5677
Baroda Credit Risk Fund -Plan B-Growth Option,18.6255
Baroda Credit Risk Fund- Plan A- Growth Option- Segregated Portfolio- 1,0
Baroda Credit Risk Fund- Plan A- Monthly IDCW Option- Segregated Portfolio- 1,0
Baroda Credit Risk Fund- Plan A- Quarterly IDCW Option- Segregated Portfolio- 1,0
Baroda Credit Risk Fund- Plan B (Direct)- Growth Option- Segregated Portfolio- 1,0
Baroda Credit Risk Fund- Plan B (Direct)- Monthly IDCW Option- Segregated Portfolio- 1,0
Baroda Credit Risk Fund- Plan B (Direct)- Quarterly IDCW Option- Segregated Portfolio- 1,0
BOI AXA Mutual Fund,
BOI AXA Credit RiskFund - Direct Plan,4.3844
BOI AXA Credit Risk Fund - Regular Plan,4.3271
DSP Mutual Fund,
DSP Credit Risk Fund - Direct Plan -IDCW - Monthly,10.6442
DSP Credit Risk Fund - Direct Plan - Growth,32.6425
DSP Credit Risk Fund - Direct Plan - IDCW,11.7177
DSP Credit Risk Fund - Direct Plan - IDCW - Daily,10.2505
DSP Credit Risk Fund - Direct Plan - IDCW - Quarterly,10.907
DSP Credit Risk Fund - Direct Plan - IDCW - Weekly,10.2535
DSP Credit Risk Fund - Regular Plan - IDCW,11.616
DSP Credit Risk Fund - Regular Plan - IDCW - Daily,10.2505
DSP Credit Risk Fund - Regular Plan - IDCW - Monthly,10.5909
DSP Credit Risk Fund - Regular Plan - IDCW - Quarterly,10.8105
DSP Credit Risk Fund - Regular Plan - IDCW - Weekly,10.2525
DSP Credit Risk Fund - Regular Plan -Growth,30.7783
Franklin Templeton Mutual Fund,
Franklin India Credit Risk Fund - Direct - Growth,23.9537
Franklin India Credit Risk Fund - Direct - IDCW,13.1275
Franklin India Credit Risk Fund - Growth,22.4873
Franklin India Credit Risk Fund - IDCW,12.0588
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes bank Ltd CO 23Dec21) - Direct Growth Plan,0
Franklin India Credit Risk Fund - Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Growth Plan,0
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Dividend Plan,0
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Direct-Growth Plan,0
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Dividend Plan,0
Franklin India Credit Risk Fund- Segregated Portfolio 1- 8.25% Vodafone Idea Ltd-10JUL20-Growth Plan,0
Franklin India Credit Risk Fund- Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - IDCW,0
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Direct Growth Plan,0
Franklin India Credit Risk Fund- Segregated Portfolio 2- 10.90% Vodafone Idea Ltd 02Sep2023-Growth Plan,0
Franklin India Credit Risk Fund- Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - IDCW,0
Franklin India Credit Risk Fund-Segregated Portfolio 2 - 10.90% Vodafone Idea Ltd (02-Sep-2023) - Direct IDCW,0
Franklin India Credit Risk Fund-Segregated Portfolio 3 (9.50% Yes Bank Ltd CO 23Dec21) - Direct IDCW,0
HDFC Mutual Fund,
HDFC Credit Risk Debt Fund - Growth Option,19.1659
HDFC Credit Risk Debt Fund - Growth Option - Direct Plan,20.2539
HDFC Credit Risk Debt Fund - IDCW Option,17.6478
HDFC Credit Risk Debt Fund - IDCW Option - Direct Plan,17.7541
HDFC Credit Risk Debt Fund - Quarterly IDCW - Direct Plan,10.7827
HDFC Credit Risk Debt Fund - Quarterly IDCW Option,10.4878
ICICI Prudential Mutual Fund,
ICICI Prudential Credit Risk Fund - Annual IDCW,10.5857
ICICI Prudential Credit Risk Fund - Bonus,15.7498
ICICI Prudential Credit Risk Fund - Direct Plan - Annual IDCW,10.8192
ICICI Prudential Credit Risk Fund - Direct Plan - Growth,26.6133
ICICI Prudential Credit Risk Fund - Direct Plan - Half Yearly IDCW,10.8368
ICICI Prudential Credit Risk Fund - Direct Plan - Quarterly IDCW,11.5124
ICICI Prudential Credit Risk Fund - Direct Plan Bonus,14.6853
ICICI Prudential Credit Risk Fund - Growth,24.7313
ICICI Prudential Credit Risk Fund - Half Yearly IDCW,10.4793
ICICI Prudential Credit Risk Fund - Quarterly IDCW,10.8805
IDBI Mutual Fund,
IDBI Credit Risk Fund Annual IDCW - Direct Plan,12.3459
IDBI Credit Risk Fund Annual IDCW - Regular Plan,11.3031
IDBI Credit Risk Fund Growth Direct,16.1318
IDBI Credit Risk Fund Growth Regular,15.1146
IDBI Credit Risk Fund Quarterly IDCW - Direct Plan,11.0028
IDBI Credit Risk Fund Quarterly IDCW - Regular Plan,10.6949
IDFC Mutual Fund,
IDFC CREDIT RISK FUND - DIRECT PLAN HALF YEARLY IDCW,10.4517
IDFC Credit Risk Fund - Regular Plan Annual IDCW,10.4633
IDFC Credit Risk Fund - Regular Plan Growth,13.4657
IDFC Credit Risk Fund - Regular Plan Half Yearly IDCW,10.2134
IDFC Credit Risk Fund - Regular Plan Periodic IDCW,10.4568
IDFC Credit Risk Fund - Regular Plan Quarterly IDCW,10.3173
IDFC Credit Risk Fund-Direct Plan-Annual IDCW,10.5789
IDFC Credit Risk Fund-Direct Plan-Growth,14.1138
IDFC Credit Risk Fund-Direct Plan-Periodic IDCW,10.4628
IDFC Credit Risk Fund-Direct Plan-Quarterly IDCW,10.4669
Invesco Mutual Fund,
Invesco India Credit Risk Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment),1592.0102
Invesco India Credit Risk Fund - Direct Plan - Growth,1580.0209
Invesco India Credit Risk Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment),1094.1977
Invesco India Credit Risk Fund - Regular Plan - Discretionary IDCW (Payout / Reinvestment),1480.4038
Invesco India Credit Risk Fund - Regular Plan - Growth,1480.8687
Invesco India Credit Risk Fund - Regular Plan - Monthly IDCW (Payout / Reinvestment),1087.5938
Kotak Mahindra Mutual Fund,
Kotak Credit Risk Fund - Direct Plan - Standard Income Distribution cum capital withdrawal option,19.8787
Kotak Credit Risk Fund - Growth,24.3514
Kotak Credit Risk Fund - Growth - Direct,26.4662
Kotak Credit Risk Fund - Regular Plan - Standard Income Distribution cum capital withdrawal option,10.5901
L&T Mutual Fund,
L&T Credit Risk Fund - Direct Plan - IDCW,10.9405
L&T Credit Risk Fund - Direct Plan -Annual IDCW,12.2132
L&T Credit Risk Fund - Regular Plan - Annual IDCW,11.6693
L&T Credit Risk Fund - Regular Plan - Growth,23.3881
L&T Credit Risk Fund- Direct Plan - Growth,24.6313
L&T Credit Risk Fund- Regular Plan - Bonus,23.011
L&T Credit Risk Fund- Regular Plan - IDCW,10.3319
Nippon India Mutual Fund,
Nippon India Credit Risk Fund- Growth Plan,27.3197
Nippon India Credit Risk Fund- Institutional Growth Plan,28.427
NIPPON INDIA CREDIT RISK FUND -SEGREGATED PORTFOLIO 2 - DIRECT Plan - IDCW Option,0
NIPPON INDIA CREDIT RISK FUND -SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option,0
NIPPON INDIA CREDIT RISK FUND -SEGREGATED PORTFOLIO 2 - IDCW Option,0
NIPPON INDIA CREDIT RISK FUND -SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,0
Nippon India Credit Risk Fund - Direct Plan - Growth Plan,29.2975
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - IDCW Option,15.8624
NIPPON INDIA CREDIT RISK FUND - DIRECT Plan - QUARTERLY IDCW Option,13.2833
NIPPON INDIA CREDIT RISK FUND - IDCW Option,14.9869
NIPPON INDIA CREDIT RISK FUND - QUARTERLY IDCW Option,12.7618
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan - Growth Plan,0.1328
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - IDCW Option,0.0719
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - Direct Plan - QUARTERLY IDCW Option,0.0616
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Growth Plan,0.1252
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - IDCW Option,0.0687
Nippon India Credit Risk Fund - Segregated Portfolio 1 - Institutional Growth Plan,0.1097
NIPPON INDIA CREDIT RISK FUND - SEGREGATED PORTFOLIO 1 - QUARTERLY IDCW Option,0.0598
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan,0
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Growth Plan,0
Nippon India Credit Risk Fund - Segregated Portfolio 2 - Institutional Growth Plan,0
PGIM India Mutual Fund,
PGIM India Credit Risk Fund - Direct Plan - Annual Dividend,12.5834
PGIM India Credit Risk Fund - Direct Plan - Dividend,12.4976
PGIM India Credit Risk Fund - Direct Plan - Growth,16.7294
PGIM India Credit Risk Fund - Direct Plan - Monthly Dividend,10.1835
PGIM India Credit Risk Fund - Direct Plan - Quarterly Dividend,10.9475
PGIM India Credit Risk Fund - Regular Plan - Annual Dividend,11.8834
PGIM India Credit Risk Fund - Regular Plan - Dividend,11.6806
PGIM India Credit Risk Fund - Regular Plan - Growth,15.5257
PGIM India Credit Risk Fund - Regular Plan - Monthly Dividend,9.9385
PGIM India Credit Risk Fund - Regular Plan - Quarterly Dividend,10.5785
PGIM India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan Annual Dividend Option,0
PGIM India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan Growth Option,0
PGIM India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan Monthly Dividend,0
PGIM India Credit Risk Fund - Segregated Portfolio 1 - Direct Plan Quarterly Dividend Option,0
PGIM India Credit Risk Fund - Segregated Portfolio 1 - Regular Plan - Monthly Dividend Option,0
PGIM India Credit Risk Fund - Segregated Portfolio 1 - Regular Plan Annual Dividend Option,0
PGIM India Credit Risk Fund - Segregated Portfolio 1 - Regular Plan Growth Option,0
PGIM India Credit Risk Fund - Segregated Portfolio 1- Regular Quarterly Dividend Option,0
SBI Mutual Fund,
SBI Credit Risk Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),11.9398
SBI Credit Risk Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),17.513
SBI CREDIT RISK FUND - DIRECT PLAN -GROWTH,37.6325
SBI Credit Risk Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW),11.8037
SBI CREDIT RISK FUND - REGULAR PLAN - GROWTH,35.6625
SBI Credit Risk Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),16.1225
UTI Mutual Fund,
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Annual Dividend Option,0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Flexi Dividend Option,0
UTI - Credit Risk Fund (Segregated - 06032020) - Direct Plan - Growth Option,0
